league,season,date,team,h_a,result,pts,goals_scored,goals_missed,deep_passes,deep_passes_allowed,ppda,oppda
Bundesliga,2019,2020-02-21 19:30:00,Bayern Munich,h,w,3,3,2,19,0,6.7727272727272725,32.666666666666664
Bundesliga,2019,2020-02-29 14:30:00,Bayern Munich,a,w,3,6,0,13,2,8.68,22.88235294117647
Bundesliga,2019,2020-03-08 14:30:00,Bayern Munich,h,w,3,2,0,15,3,5.454545454545454,21.047619047619047
Bundesliga,2019,2020-05-17 16:00:00,Bayern Munich,a,w,3,2,0,10,4,4.6,20.3
Bundesliga,2019,2020-05-23 16:30:00,Bayern Munich,h,w,3,5,2,6,2,6.2,23.944444444444443
Bundesliga,2019,2020-05-26 16:30:00,Bayern Munich,a,w,3,1,0,6,8,9.83783783783784,18.444444444444443
Bundesliga,2019,2020-05-30 16:30:00,Bayern Munich,h,w,3,5,0,15,0,8.043478260869565,30.846153846153847
Bundesliga,2019,2020-06-06 13:30:00,Bayern Munich,a,w,3,4,2,11,3,11.35483870967742,12.548387096774194
Bundesliga,2019,2020-06-13 16:30:00,Bayern Munich,h,w,3,2,1,8,4,13.5,20.6875
Bundesliga,2019,2020-06-16 18:30:00,Bayern Munich,a,w,3,1,0,15,4,7.909090909090909,25.0
Bundesliga,2019,2020-06-20 13:30:00,Bayern Munich,h,w,3,3,1,16,5,10.869565217391305,18.73684210526316
Bundesliga,2019,2020-06-27 13:30:00,Bayern Munich,a,w,3,4,0,7,2,10.31578947368421,15.238095238095235
Bundesliga,2019,2019-08-17 14:30:00,Bayer Leverkusen,h,w,3,3,2,9,2,3.838709677419355,17.379310344827587
Bundesliga,2019,2019-08-24 14:30:00,Bayer Leverkusen,a,w,3,3,1,7,4,5.137931034482759,18.76
Bundesliga,2019,2019-08-31 14:30:00,Bayer Leverkusen,h,d,1,0,0,8,1,7.6923076923076925,20.83333333333333
Bundesliga,2019,2019-09-14 13:30:00,Bayer Leverkusen,a,l,0,0,4,3,9,6.92,16.607142857142858
Bundesliga,2019,2019-09-21 13:30:00,Bayer Leverkusen,h,w,3,2,0,8,1,9.5,22.52
Bundesliga,2019,2019-09-28 13:30:00,Bayer Leverkusen,a,w,3,3,0,6,1,11.0,25.65217391304348
Bundesliga,2019,2019-10-05 14:30:00,Bayer Leverkusen,h,d,1,1,1,9,3,7.814814814814815,16.9
Bundesliga,2019,2019-10-18 19:30:00,Bayer Leverkusen,a,l,0,0,3,7,9,5.260869565217392,16.608695652173914
Bundesliga,2019,2019-10-26 17:30:00,Bayer Leverkusen,h,d,1,2,2,8,6,5.0,17.41176470588235
Bundesliga,2019,2019-11-02 14:30:00,Bayer Leverkusen,h,l,0,1,2,3,3,7.555555555555555,16.166666666666668
Bundesliga,2019,2019-11-10 14:30:00,Bayer Leverkusen,a,w,3,2,0,0,4,9.416666666666666,10.34375
Bundesliga,2019,2019-11-23 14:30:00,Bayer Leverkusen,h,d,1,1,1,7,4,6.85,19.7
Bundesliga,2019,2019-11-30 17:30:00,Bayer Leverkusen,a,w,3,2,1,3,16,20.5,4.607142857142857
Bundesliga,2019,2019-12-07 17:30:00,Bayer Leverkusen,h,w,3,2,1,9,2,5.852941176470588,7.75
Bundesliga,2019,2019-12-14 14:30:00,Bayer Leverkusen,a,l,0,0,2,7,4,8.23076923076923,11.657142857142857
Bundesliga,2019,2019-12-18 17:30:00,Bayer Leverkusen,h,l,0,0,1,6,1,5.75,16.92
Bundesliga,2019,2019-12-21 14:30:00,Bayer Leverkusen,a,w,3,1,0,5,7,5.533333333333333,14.523809523809524
Bundesliga,2019,2020-01-19 17:00:00,Bayer Leverkusen,a,w,3,4,1,6,2,8.0,12.86111111111111
Bundesliga,2019,2020-01-26 17:00:00,Bayer Leverkusen,h,w,3,3,0,13,4,6.590909090909091,14.5
Bundesliga,2019,2020-02-01 14:30:00,Bayer Leverkusen,a,l,0,1,2,12,7,5.28,11.444444444444445
Bundesliga,2019,2020-02-08 17:30:00,Bayer Leverkusen,h,w,3,4,3,4,9,10.0,10.90625
Bundesliga,2019,2020-02-15 14:30:00,Bayer Leverkusen,a,w,3,3,2,7,5,6.55,8.075
Bundesliga,2019,2020-02-23 14:30:00,Bayer Leverkusen,h,w,3,2,0,8,3,6.190476190476191,19.566666666666663
Bundesliga,2019,2020-03-01 14:30:00,Bayer Leverkusen,a,d,1,1,1,4,10,11.238095238095235,14.6875
Bundesliga,2019,2020-03-07 14:30:00,Bayer Leverkusen,h,w,3,4,0,6,4,8.958333333333334,11.076923076923077
Bundesliga,2019,2020-05-18 18:30:00,Bayer Leverkusen,a,w,3,4,1,11,3,10.875,17.25925925925926
Bundesliga,2019,2020-05-23 13:30:00,Bayer Leverkusen,a,w,3,3,1,5,6,9.423076923076923,10.0
Bundesliga,2019,2020-05-26 18:30:00,Bayer Leverkusen,h,l,0,1,4,5,5,9.285714285714286,16.53846153846154
Bundesliga,2019,2020-05-29 18:30:00,Bayer Leverkusen,a,w,3,1,0,7,2,7.772727272727272,31.928571428571427
Bundesliga,2019,2020-06-06 13:30:00,Bayer Leverkusen,h,l,0,2,4,3,11,12.548387096774194,11.35483870967742
Bundesliga,2019,2020-06-14 16:00:00,Bayer Leverkusen,a,d,1,1,1,6,2,4.642857142857143,18.185185185185187
Bundesliga,2019,2020-06-17 18:30:00,Bayer Leverkusen,h,w,3,3,1,7,1,9.058823529411764,16.884615384615383
Bundesliga,2019,2020-06-20 13:30:00,Bayer Leverkusen,a,l,0,0,2,7,5,5.421052631578948,16.227272727272727
Bundesliga,2019,2020-06-27 13:30:00,Bayer Leverkusen,h,w,3,1,0,14,2,5.472222222222222,23.05
Bundesliga,2019,2019-08-18 14:30:00,Hoffenheim,a,l,0,0,1,4,4,6.444444444444445,11.454545454545457
Bundesliga,2019,2019-08-24 14:30:00,Hoffenheim,h,w,3,3,2,4,3,10.5,16.526315789473685
Bundesliga,2019,2019-08-31 14:30:00,Hoffenheim,a,d,1,0,0,1,8,20.83333333333333,7.6923076923076925
Bundesliga,2019,2019-09-15 13:30:00,Hoffenheim,h,l,0,0,3,11,5,6.7368421052631575,21.875
Bundesliga,2019,2019-09-23 18:30:00,Hoffenheim,a,d,1,1,1,8,6,10.137931034482758,10.071428571428571
Bundesliga,2019,2019-09-28 13:30:00,Hoffenheim,h,l,0,0,3,5,6,13.238095238095235,10.384615384615383
Bundesliga,2019,2019-10-05 14:30:00,Hoffenheim,a,w,3,2,1,3,11,21.473684210526315,8.206896551724139
Bundesliga,2019,2019-10-20 17:00:00,Hoffenheim,h,w,3,2,0,1,14,8.655172413793103,6.0588235294117645
Bundesliga,2019,2019-10-26 14:30:00,Hoffenheim,a,w,3,3,2,4,7,11.352941176470589,9.764705882352942
Bundesliga,2019,2019-11-01 19:30:00,Hoffenheim,h,w,3,3,0,7,2,19.9375,45.5
Bundesliga,2019,2019-11-08 19:30:00,Hoffenheim,a,w,3,2,1,8,12,10.0,8.8
Bundesliga,2019,2019-11-24 17:00:00,Hoffenheim,h,l,0,1,5,9,4,9.117647058823527,11.407407407407408
Bundesliga,2019,2019-11-30 14:30:00,Hoffenheim,h,d,1,1,1,6,3,14.85,11.285714285714286
Bundesliga,2019,2019-12-07 14:30:00,Hoffenheim,a,l,0,1,3,8,5,9.875,10.578947368421051
Bundesliga,2019,2019-12-13 19:30:00,Hoffenheim,h,l,0,2,4,12,5,5.866666666666666,31.428571428571427
Bundesliga,2019,2019-12-17 19:30:00,Hoffenheim,a,w,3,2,0,1,5,14.0,8.565217391304348
Bundesliga,2019,2019-12-20 19:30:00,Hoffenheim,h,w,3,2,1,3,18,12.24,19.05263157894737
Bundesliga,2019,2020-01-18 14:30:00,Hoffenheim,h,l,0,1,2,6,4,7.904761904761905,13.3
Bundesliga,2019,2020-01-26 14:30:00,Hoffenheim,a,w,3,3,0,5,7,12.047619047619047,8.516129032258064
Bundesliga,2019,2020-02-01 14:30:00,Hoffenheim,h,w,3,2,1,7,12,11.444444444444445,5.28
Bundesliga,2019,2020-02-08 14:30:00,Hoffenheim,a,l,0,0,1,10,8,14.72222222222222,15.1875
Bundesliga,2019,2020-02-15 14:30:00,Hoffenheim,h,l,0,2,3,6,5,9.956521739130435,14.708333333333334
Bundesliga,2019,2020-02-22 14:30:00,Hoffenheim,a,d,1,1,1,5,7,13.047619047619047,14.869565217391305
Bundesliga,2019,2020-02-29 14:30:00,Hoffenheim,h,l,0,0,6,2,13,22.88235294117647,8.68
Bundesliga,2019,2020-03-07 14:30:00,Hoffenheim,a,d,1,1,1,2,3,11.45,19.42105263157895
Bundesliga,2019,2020-05-16 13:30:00,Hoffenheim,h,l,0,0,3,5,6,15.9375,10.5
Bundesliga,2019,2020-05-23 13:30:00,Hoffenheim,a,d,1,1,1,14,0,11.5,12.258064516129032
Bundesliga,2019,2020-05-27 18:30:00,Hoffenheim,h,w,3,3,1,5,8,20.857142857142858,17.1875
Bundesliga,2019,2020-05-30 13:30:00,Hoffenheim,a,w,3,1,0,1,8,9.75,10.321428571428571
Bundesliga,2019,2020-06-06 13:30:00,Hoffenheim,a,d,1,2,2,1,7,22.58333333333333,8.826086956521738
Bundesliga,2019,2020-06-12 18:30:00,Hoffenheim,h,l,0,0,2,8,13,8.68,9.416666666666666
Bundesliga,2019,2020-06-17 18:30:00,Hoffenheim,a,w,3,3,1,11,1,6.852941176470588,23.923076923076923
Bundesliga,2019,2020-06-20 13:30:00,Hoffenheim,h,w,3,4,0,9,3,13.4,15.227272727272728
Bundesliga,2019,2020-06-27 13:30:00,Hoffenheim,a,w,3,4,0,9,7,24.2,16.764705882352942
Bundesliga,2019,2019-08-17 14:30:00,Augsburg,a,l,0,1,5,3,14,22.666666666666668,5.913043478260869
Bundesliga,2019,2019-08-24 14:30:00,Augsburg,h,d,1,1,1,3,2,6.111111111111111,6.931034482758621
Bundesliga,2019,2019-09-01 14:30:00,Augsburg,a,l,0,2,3,5,5,18.875,8.8125
Bundesliga,2019,2019-09-14 13:30:00,Augsburg,h,w,3,2,1,3,9,18.4,6.166666666666667
Bundesliga,2019,2019-09-21 13:30:00,Augsburg,a,d,1,1,1,6,5,10.68,7.095238095238095
Bundesliga,2019,2019-09-28 13:30:00,Augsburg,h,l,0,0,3,1,6,25.65217391304348,11.0
Bundesliga,2019,2019-10-06 12:30:00,Augsburg,a,l,0,1,5,3,11,17.17391304347826,8.038461538461538
Bundesliga,2019,2019-10-19 14:30:00,Augsburg,h,d,1,2,2,3,20,33.53846153846154,6.294117647058823
Bundesliga,2019,2019-10-27 14:30:00,Augsburg,a,d,1,0,0,5,7,10.65,7.130434782608695
Bundesliga,2019,2019-11-03 17:00:00,Augsburg,h,l,0,2,3,6,5,15.565217391304348,6.764705882352941
Bundesliga,2019,2019-11-09 14:30:00,Augsburg,a,w,3,1,0,17,3,12.11111111111111,6.15
Bundesliga,2019,2019-11-24 14:30:00,Augsburg,h,w,3,4,0,2,2,11.130434782608695,14.166666666666666
Bundesliga,2019,2019-11-30 14:30:00,Augsburg,a,d,1,1,1,5,8,12.0,8.863636363636363
Bundesliga,2019,2019-12-07 14:30:00,Augsburg,h,w,3,2,1,9,3,9.85,6.961538461538462
Bundesliga,2019,2019-12-13 19:30:00,Augsburg,a,w,3,4,2,5,12,31.428571428571427,5.866666666666666
Bundesliga,2019,2019-12-17 19:30:00,Augsburg,h,w,3,3,0,5,0,11.714285714285714,10.866666666666667
Bundesliga,2019,2019-12-21 14:30:00,Augsburg,a,l,0,1,3,1,10,11.166666666666666,4.318181818181818
Bundesliga,2019,2020-01-18 14:30:00,Augsburg,h,l,0,3,5,6,11,24.63636363636364,9.1
Bundesliga,2019,2020-01-25 14:30:00,Augsburg,a,l,0,0,2,3,3,10.6875,10.363636363636363
Bundesliga,2019,2020-02-01 14:30:00,Augsburg,h,w,3,2,1,4,2,11.842105263157896,11.421052631578949
Bundesliga,2019,2020-02-07 19:30:00,Augsburg,a,l,0,0,5,3,2,19.705882352941178,8.04
Bundesliga,2019,2020-02-15 14:30:00,Augsburg,h,d,1,1,1,3,8,17.68,13.125
Bundesliga,2019,2020-02-23 14:30:00,Augsburg,a,l,0,0,2,3,8,19.566666666666663,6.190476190476191
Bundesliga,2019,2020-02-29 14:30:00,Augsburg,h,l,0,2,3,4,10,17.428571428571427,12.0
Bundesliga,2019,2020-03-08 14:30:00,Augsburg,a,l,0,0,2,3,15,21.047619047619047,5.454545454545454
Bundesliga,2019,2020-05-16 13:30:00,Augsburg,h,l,0,1,2,0,5,14.0,7.178571428571429
Bundesliga,2019,2020-05-24 11:30:00,Augsburg,a,w,3,3,0,0,4,18.61904761904762,3.3823529411764706
Bundesliga,2019,2020-05-27 18:30:00,Augsburg,h,d,1,0,0,4,0,12.5,23.25
Bundesliga,2019,2020-05-30 13:30:00,Augsburg,a,l,0,0,2,3,2,32.0,8.481481481481481
Bundesliga,2019,2020-06-07 16:00:00,Augsburg,h,d,1,1,1,2,2,7.636363636363637,6.827586206896552
Bundesliga,2019,2020-06-14 13:30:00,Augsburg,a,w,3,1,0,4,10,12.304347826086955,5.631578947368421
Bundesliga,2019,2020-06-17 18:30:00,Augsburg,h,l,0,1,3,1,11,23.923076923076923,6.852941176470588
Bundesliga,2019,2020-06-20 13:30:00,Augsburg,a,d,1,1,1,5,2,17.41176470588235,9.08
Bundesliga,2019,2020-06-27 13:30:00,Augsburg,h,l,0,1,2,3,6,11.633333333333333,7.954545454545454
Bundesliga,2019,2019-08-16 19:30:00,Hertha Berlin,a,d,1,2,2,2,17,16.217391304347824,10.5
Bundesliga,2019,2019-08-25 17:00:00,Hertha Berlin,h,l,0,0,3,10,5,7.961538461538462,11.307692307692308
Bundesliga,2019,2019-08-31 14:30:00,Hertha Berlin,a,l,0,0,3,6,7,21.375,11.772727272727272
Bundesliga,2019,2019-09-14 13:30:00,Hertha Berlin,a,l,0,1,2,8,4,14.833333333333334,10.521739130434783
Bundesliga,2019,2019-09-21 13:30:00,Hertha Berlin,h,w,3,2,1,4,8,8.18918918918919,5.862068965517241
Bundesliga,2019,2019-09-29 16:00:00,Hertha Berlin,a,w,3,4,0,4,8,18.875,10.0
Bundesliga,2019,2019-10-04 19:30:00,Hertha Berlin,h,w,3,3,1,6,2,11.181818181818182,12.608695652173912
Bundesliga,2019,2019-10-19 14:30:00,Hertha Berlin,a,d,1,1,1,2,10,24.23076923076923,15.105263157894736
Bundesliga,2019,2019-10-26 14:30:00,Hertha Berlin,h,l,0,2,3,7,4,9.764705882352942,11.352941176470589
Bundesliga,2019,2019-11-02 17:30:00,Hertha Berlin,a,l,0,0,1,4,3,27.22222222222222,8.5
Bundesliga,2019,2019-11-09 14:30:00,Hertha Berlin,h,l,0,2,4,2,9,16.130434782608695,7.068965517241379
Bundesliga,2019,2019-11-24 14:30:00,Hertha Berlin,a,l,0,0,4,2,2,14.166666666666666,11.130434782608695
Bundesliga,2019,2019-11-30 14:30:00,Hertha Berlin,h,l,0,1,2,7,9,8.969696969696969,15.95
Bundesliga,2019,2019-12-06 19:30:00,Hertha Berlin,a,d,1,2,2,1,9,12.941176470588236,6.0
Bundesliga,2019,2019-12-14 14:30:00,Hertha Berlin,h,w,3,1,0,3,9,22.928571428571427,18.63636363636364
Bundesliga,2019,2019-12-18 17:30:00,Hertha Berlin,a,w,3,1,0,1,6,16.92,5.75
Bundesliga,2019,2019-12-21 17:30:00,Hertha Berlin,h,d,1,0,0,2,8,19.0625,10.0
Bundesliga,2019,2020-01-19 14:30:00,Hertha Berlin,h,l,0,0,4,3,12,25.529411764705884,4.543478260869565
Bundesliga,2019,2020-01-25 14:30:00,Hertha Berlin,a,w,3,2,1,4,13,22.846153846153847,7.884615384615385
Bundesliga,2019,2020-01-31 19:30:00,Hertha Berlin,h,d,1,0,0,2,6,17.210526315789473,7.115384615384615
Bundesliga,2019,2020-02-08 14:30:00,Hertha Berlin,h,l,0,1,3,7,7,5.481481481481482,16.807692307692307
Bundesliga,2019,2020-02-15 14:30:00,Hertha Berlin,a,w,3,2,1,3,9,7.653846153846154,9.61904761904762
Bundesliga,2019,2020-02-22 14:30:00,Hertha Berlin,h,l,0,0,5,7,5,4.634146341463414,21.466666666666665
Bundesliga,2019,2020-02-28 19:30:00,Hertha Berlin,a,d,1,3,3,10,7,12.583333333333334,12.681818181818182
Bundesliga,2019,2020-03-07 14:30:00,Hertha Berlin,h,d,1,2,2,4,2,7.206896551724138,15.25
Bundesliga,2019,2020-05-16 13:30:00,Hertha Berlin,a,w,3,3,0,6,5,10.5,15.9375
Bundesliga,2019,2020-05-22 18:30:00,Hertha Berlin,h,w,3,4,0,5,4,9.863636363636363,19.0625
Bundesliga,2019,2020-05-27 16:30:00,Hertha Berlin,a,d,1,2,2,5,3,9.5,10.894736842105264
Bundesliga,2019,2020-05-30 13:30:00,Hertha Berlin,h,w,3,2,0,2,3,8.481481481481481,32.0
Bundesliga,2019,2020-06-06 16:30:00,Hertha Berlin,a,l,0,0,1,6,8,17.423076923076923,13.047619047619047
Bundesliga,2019,2020-06-13 13:30:00,Hertha Berlin,h,l,0,1,4,2,9,16.210526315789473,9.52
Bundesliga,2019,2020-06-16 18:30:00,Hertha Berlin,a,l,0,1,2,5,12,16.5,21.416666666666668
Bundesliga,2019,2020-06-20 13:30:00,Hertha Berlin,h,w,3,2,0,5,7,16.227272727272727,5.421052631578948
Bundesliga,2019,2020-06-27 13:30:00,Hertha Berlin,a,l,0,1,2,4,9,18.571428571428573,13.142857142857142
Bundesliga,2019,2019-08-17 14:30:00,Werder Bremen,h,l,0,1,3,14,7,11.866666666666667,21.0
Bundesliga,2019,2019-08-24 14:30:00,Werder Bremen,a,l,0,2,3,3,4,16.526315789473685,10.5
Bundesliga,2019,2019-09-01 14:30:00,Werder Bremen,h,w,3,3,2,5,5,8.8125,18.875
Bundesliga,2019,2019-09-14 13:30:00,Werder Bremen,a,w,3,2,1,6,5,9.117647058823527,8.76923076923077
Bundesliga,2019,2019-09-21 16:30:00,Werder Bremen,h,l,0,0,3,9,8,13.952380952380953,9.785714285714286
Bundesliga,2019,2019-09-28 16:30:00,Werder Bremen,a,d,1,2,2,3,8,22.41176470588235,11.666666666666666
Bundesliga,2019,2019-10-06 17:00:00,Werder Bremen,a,d,1,2,2,2,8,14.6875,6.782608695652174
Bundesliga,2019,2019-10-19 14:30:00,Werder Bremen,h,d,1,1,1,10,2,15.105263157894736,24.23076923076923
Bundesliga,2019,2019-10-26 17:30:00,Werder Bremen,a,d,1,2,2,6,8,17.41176470588235,5.0
Bundesliga,2019,2019-11-02 14:30:00,Werder Bremen,h,d,1,2,2,9,5,15.2,11.25
Bundesliga,2019,2019-11-10 12:30:00,Werder Bremen,a,l,0,1,3,3,6,10.22222222222222,6.96969696969697
Bundesliga,2019,2019-11-23 14:30:00,Werder Bremen,h,l,0,1,2,7,4,8.575757575757576,9.333333333333334
Bundesliga,2019,2019-12-01 17:00:00,Werder Bremen,a,w,3,3,2,2,7,12.285714285714286,5.583333333333333
Bundesliga,2019,2019-12-08 17:00:00,Werder Bremen,h,l,0,0,1,10,4,9.11111111111111,8.931034482758621
Bundesliga,2019,2019-12-14 14:30:00,Werder Bremen,a,l,0,1,6,3,15,33.083333333333336,4.838709677419355
Bundesliga,2019,2019-12-17 17:30:00,Werder Bremen,h,l,0,0,5,6,8,6.461538461538462,18.235294117647054
Bundesliga,2019,2019-12-21 14:30:00,Werder Bremen,a,l,0,0,1,3,6,7.970588235294118,6.925925925925926
Bundesliga,2019,2020-01-18 14:30:00,Werder Bremen,a,w,3,1,0,6,6,9.565217391304348,7.290322580645161
Bundesliga,2019,2020-01-26 14:30:00,Werder Bremen,h,l,0,0,3,7,5,8.516129032258064,12.047619047619047
Bundesliga,2019,2020-02-01 14:30:00,Werder Bremen,a,l,0,1,2,2,4,11.421052631578949,11.842105263157896
Bundesliga,2019,2020-02-08 14:30:00,Werder Bremen,h,l,0,0,2,10,3,7.388888888888889,13.470588235294118
Bundesliga,2019,2020-02-15 14:30:00,Werder Bremen,a,l,0,0,3,1,5,13.185185185185183,13.32
Bundesliga,2019,2020-02-22 14:30:00,Werder Bremen,h,l,0,0,2,2,7,21.869565217391305,15.866666666666667
Bundesliga,2019,2020-03-07 14:30:00,Werder Bremen,a,d,1,2,2,2,4,15.25,7.206896551724138
Bundesliga,2019,2020-05-18 18:30:00,Werder Bremen,h,l,0,1,4,3,11,17.25925925925926,10.875
Bundesliga,2019,2020-05-23 13:30:00,Werder Bremen,a,w,3,1,0,3,5,19.176470588235293,9.80952380952381
Bundesliga,2019,2020-05-26 18:30:00,Werder Bremen,h,d,1,0,0,3,3,12.03125,10.461538461538462
Bundesliga,2019,2020-05-30 13:30:00,Werder Bremen,a,w,3,1,0,6,6,4.965517241379311,10.0
Bundesliga,2019,2020-06-03 18:30:00,Werder Bremen,h,l,0,0,3,4,2,10.666666666666666,8.068965517241379
Bundesliga,2019,2020-06-07 11:30:00,Werder Bremen,h,l,0,0,1,5,6,7.827586206896552,12.818181818181818
Bundesliga,2019,2020-06-13 13:30:00,Werder Bremen,a,w,3,5,1,7,4,5.555555555555555,10.75
Bundesliga,2019,2020-06-16 18:30:00,Werder Bremen,h,l,0,0,1,4,15,25.0,7.909090909090909
Bundesliga,2019,2020-06-20 13:30:00,Werder Bremen,a,l,0,1,3,15,9,5.193548387096774,12.130434782608695
Bundesliga,2019,2020-06-27 13:30:00,Werder Bremen,h,w,3,6,1,5,0,9.296296296296296,12.875
Bundesliga,2019,2019-08-17 17:30:00,Schalke 04,a,d,1,0,0,5,7,15.285714285714286,5.757575757575758
Bundesliga,2019,2019-08-24 17:30:00,Schalke 04,h,l,0,0,3,6,9,18.28,9.68421052631579
Bundesliga,2019,2019-08-31 14:30:00,Schalke 04,h,w,3,3,0,7,6,11.772727272727272,21.375
Bundesliga,2019,2019-09-15 16:00:00,Schalke 04,a,w,3,5,1,14,3,7.74074074074074,8.5
Bundesliga,2019,2019-09-20 18:30:00,Schalke 04,h,w,3,2,1,6,6,8.333333333333334,7.125
Bundesliga,2019,2019-09-28 13:30:00,Schalke 04,a,w,3,3,1,10,13,9.606060606060606,6.36
Bundesliga,2019,2019-10-05 17:30:00,Schalke 04,h,d,1,1,1,12,2,4.594594594594595,10.130434782608695
Bundesliga,2019,2019-10-20 17:00:00,Schalke 04,a,l,0,0,2,14,1,6.0588235294117645,8.655172413793103
Bundesliga,2019,2019-10-26 14:30:00,Schalke 04,h,d,1,0,0,3,4,11.0,8.0
Bundesliga,2019,2019-11-03 17:00:00,Schalke 04,a,w,3,3,2,5,6,6.764705882352941,15.565217391304348
Bundesliga,2019,2019-11-09 14:30:00,Schalke 04,h,d,1,3,3,3,5,10.2,10.185185185185183
Bundesliga,2019,2019-11-23 14:30:00,Schalke 04,a,w,3,2,1,4,7,9.333333333333334,8.575757575757576
Bundesliga,2019,2019-11-29 19:30:00,Schalke 04,h,w,3,2,1,9,1,11.15,12.391304347826088
Bundesliga,2019,2019-12-07 17:30:00,Schalke 04,a,l,0,1,2,2,9,7.75,5.852941176470588
Bundesliga,2019,2019-12-15 17:00:00,Schalke 04,h,w,3,1,0,8,6,9.95,12.63157894736842
Bundesliga,2019,2019-12-18 19:30:00,Schalke 04,a,d,1,1,1,8,13,6.419354838709677,8.083333333333334
Bundesliga,2019,2019-12-21 14:30:00,Schalke 04,h,d,1,2,2,9,3,8.578947368421053,12.5
Bundesliga,2019,2020-01-17 19:30:00,Schalke 04,h,w,3,2,0,4,3,6.588235294117647,5.758620689655173
Bundesliga,2019,2020-01-25 17:30:00,Schalke 04,a,l,0,0,5,2,10,35.61538461538461,8.428571428571429
Bundesliga,2019,2020-01-31 19:30:00,Schalke 04,a,d,1,0,0,6,2,7.115384615384615,17.210526315789473
Bundesliga,2019,2020-02-08 14:30:00,Schalke 04,h,d,1,1,1,15,4,4.285714285714286,14.772727272727272
Bundesliga,2019,2020-02-16 17:00:00,Schalke 04,a,d,1,0,0,3,8,4.869565217391305,12.73913043478261
Bundesliga,2019,2020-02-22 17:30:00,Schalke 04,h,l,0,0,5,2,5,5.775,9.25
Bundesliga,2019,2020-02-29 17:30:00,Schalke 04,a,l,0,0,3,3,4,8.863636363636363,11.483870967741936
Bundesliga,2019,2020-03-07 14:30:00,Schalke 04,h,d,1,1,1,3,2,19.42105263157895,11.45
Bundesliga,2019,2020-05-16 13:30:00,Schalke 04,a,l,0,0,4,3,3,14.419354838709678,12.842105263157896
Bundesliga,2019,2020-05-24 11:30:00,Schalke 04,h,l,0,0,3,4,0,3.3823529411764706,18.61904761904762
Bundesliga,2019,2020-05-27 18:30:00,Schalke 04,a,l,0,1,2,3,6,20.38888888888889,7.0
Bundesliga,2019,2020-05-30 13:30:00,Schalke 04,h,l,0,0,1,6,6,10.0,4.965517241379311
Bundesliga,2019,2020-06-07 13:30:00,Schalke 04,a,d,1,1,1,1,2,5.555555555555555,9.043478260869565
Bundesliga,2019,2020-06-14 16:00:00,Schalke 04,h,d,1,1,1,2,6,18.185185185185187,4.642857142857143
Bundesliga,2019,2020-06-17 16:30:00,Schalke 04,a,l,0,1,2,5,5,17.736842105263158,4.848484848484849
Bundesliga,2019,2020-06-20 13:30:00,Schalke 04,h,l,0,1,4,0,3,7.925925925925926,6.514285714285714
Bundesliga,2019,2020-06-27 13:30:00,Schalke 04,a,l,0,0,4,7,10,16.789473684210527,11.529411764705882
Bundesliga,2019,2019-08-17 14:30:00,Mainz 05,a,l,0,0,3,8,3,10.391304347826088,20.2
Bundesliga,2019,2019-08-24 14:30:00,Mainz 05,h,l,0,1,3,5,9,8.172413793103448,10.72222222222222
Bundesliga,2019,2019-08-31 14:30:00,Mainz 05,a,l,0,1,6,2,8,20.35,5.354838709677419
Bundesliga,2019,2019-09-14 13:30:00,Mainz 05,h,w,3,2,1,4,8,10.521739130434783,14.833333333333334
Bundesliga,2019,2019-09-20 18:30:00,Mainz 05,a,l,0,1,2,6,6,7.125,8.333333333333334
Bundesliga,2019,2019-09-28 13:30:00,Mainz 05,h,l,0,0,1,5,7,7.607142857142857,9.461538461538462
Bundesliga,2019,2019-10-05 14:30:00,Mainz 05,a,w,3,2,1,7,3,11.257142857142858,12.727272727272728
Bundesliga,2019,2019-10-19 14:30:00,Mainz 05,a,l,0,0,1,0,6,14.68421052631579,11.714285714285714
Bundesliga,2019,2019-10-25 19:30:00,Mainz 05,h,w,3,3,1,4,9,7.642857142857143,10.88888888888889
Bundesliga,2019,2019-11-02 14:30:00,Mainz 05,a,l,0,0,8,4,11,23.63157894736842,8.153846153846153
Bundesliga,2019,2019-11-09 14:30:00,Mainz 05,h,l,0,2,3,8,6,6.310344827586207,10.076923076923077
Bundesliga,2019,2019-11-24 17:00:00,Mainz 05,a,w,3,5,1,4,9,11.407407407407408,9.117647058823527
Bundesliga,2019,2019-12-02 19:30:00,Mainz 05,h,w,3,2,1,12,6,6.296296296296297,11.77777777777778
Bundesliga,2019,2019-12-07 14:30:00,Mainz 05,a,l,0,1,2,3,9,6.961538461538462,9.85
Bundesliga,2019,2019-12-14 14:30:00,Mainz 05,h,l,0,0,4,4,12,15.333333333333334,8.695652173913043
Bundesliga,2019,2019-12-17 17:30:00,Mainz 05,a,w,3,5,0,8,6,18.235294117647054,6.461538461538462
Bundesliga,2019,2019-12-21 14:30:00,Mainz 05,h,l,0,0,1,7,5,14.523809523809524,5.533333333333333
Bundesliga,2019,2020-01-18 14:30:00,Mainz 05,h,l,0,1,2,5,4,7.826086956521739,10.818181818181818
Bundesliga,2019,2020-01-25 14:30:00,Mainz 05,a,l,0,1,3,4,14,15.173913043478262,5.666666666666667
Bundesliga,2019,2020-02-01 14:30:00,Mainz 05,h,l,0,1,3,3,9,19.125,6.857142857142857
